time,price,size,brs,title,link,location
2016-09-29 13:04:00,2550.0,1600.0,3.0,3 bedroom and 21/2 bath single house approx. 1600sq. Ft. For Rent,/eby/apa/5805291073.html,richmond
2016-09-29 12:36:00,2795.0,1134.0,2.0,Marina Bay Townhome Bright  Comfortable 1134 sq/ft w/ 2 Car Garage,/eby/apa/5805242630.html,richmond
2016-09-29 11:30:00,2495.0,900.0,2.0,A Place You Will LOVE To Come Home To,/eby/apa/5805122074.html,richmond
2016-09-29 11:11:00,1600.0,540.0,2.0,2 bdrm  across from BART. Avail 10/1,/eby/apa/5805085489.html,richmond
2016-09-29 11:04:00,2000.0,,3.0,HOUSE FOR RENT,/eby/apa/5805055844.html,richmond
2016-09-29 10:35:00,1985.0,1296.0,3.0,Lavish 3 bed 2 baths house available in great area of Richmond,/eby/apa/5798834240.html,richmond
2016-09-29 10:33:00,1895.0,746.0,1.0,Renovated One Bedroom Starting From 1895.00,/eby/apa/5805012806.html,richmond
2016-09-29 09:49:00,1500.0,,1.0,1Bed 1Bath Apartment Unit in Triplex,/eby/apa/5804929047.html,richmond
2016-09-29 09:37:00,3000.0,2200.0,1.0,NOW LEASING921BBRAND NEW WORK SPACES1OFFICE/1.5BANEW CONSTRUCTION,/eby/apa/5795430299.html,richmond
2016-09-29 09:37:00,3600.0,2200.0,2.0,NOW LEASING961BBRAND NEW LIVE/WORK SPACES2BR/2.5BANEW CONSTRUCTION,/eby/apa/5758260396.html,richmond
2016-09-29 09:37:00,3600.0,2200.0,2.0,NOW LEASING961DBRAND NEW LIVE/WORK CONDOS2BR/2.5BANEW CONSTRUCTION,/eby/apa/5799974970.html,richmond
2016-09-29 09:30:00,3300.0,1242.0,3.0,Newly renovated house in the Richmond Hills. Views. Garden. 3B2B,/eby/apa/5804861925.html,richmond
2016-09-29 09:09:00,1635.0,1080.0,3.0,Sunny and Spacious House Fully remodeled,/eby/apa/5804701106.html,richmond
2016-09-29 08:50:00,2130.0,1565.0,4.0,New House for Rent,/eby/apa/5804697821.html,richmond
2016-09-29 08:46:00,1525.0,675.0,1.0,Large Sunny 1/1 Complete Remodel Granite Counters Hardwood Flrs,/eby/apa/5804806196.html,richmond
2016-09-30 12:36:00,12500.0,,3.0,Elegant Home on Quiet Cul de Sac off Lake Street,/sfc/apa/5763171192.html,richmond
2016-09-30 12:31:00,3150.0,,2.0,322 2nd Ave. 1,/sfc/apa/5806807853.html,richmond
2016-09-30 12:18:00,5250.0,1500.0,2.0,Gorgeous Home with Private View Deck Private Garden and 1 Car Parking,/sfc/apa/5792902927.html,richmond
2016-09-30 11:49:00,2625.0,,1.0,595 Arguello Blvd Apt 4  San Francisco,/sfc/apa/5806741985.html,richmond
2016-09-30 11:15:00,3000.0,,2.0,Furnished 2 bedroom with parking,/sfc/apa/5806662933.html,richmond
2016-09-30 10:48:00,4100.0,,2.0,BEAUTIFUL MUST SEE 2 BED/2 BATH RICHMOND HOME,/sfc/apa/5806625988.html,richmond
2016-09-30 10:18:00,2200.0,,1.0,Great Location 1BR/1BA 47525th AveOPEN MON 700PM,/sfc/apa/5806491318.html,richmond
2016-09-30 10:11:00,2625.0,,1.0,RECENTLY REMODELED CORNER UNIT w/hdwd floor parking laundry  more,/sfc/apa/5803243077.html,richmond
2016-09-30 09:46:00,2995.0,,2.0,First Floor 23BR/1BA 497 4th Ave OPEN SUN 121245pm,/sfc/apa/5806493713.html,richmond
2016-09-30 08:42:00,6000.0,,3.0,3BR Sea cliff Penthouse w/ Private Roof Deck,/sfc/apa/5806383301.html,richmond
2016-09-30 08:35:00,2595.0,,1.0,Cozy 1 Bedroom Hardwood Floors w/Free Parking,/sfc/apa/5806368755.html,richmond
2016-09-30 08:27:00,1150.0,100.0,1.0,Room For Rent In the Beautiful Presidio,/sfc/apa/5806353787.html,richmond
2016-09-30 08:14:00,2100.0,400.0,1.0,Cozy unit,/sfc/apa/5806328989.html,richmond
2016-09-30 08:07:00,4200.0,,2.0,OPEN HOUSE SATURDAY 130PM230PM Lake St. 2BDR. w/2 car pkg./storage,/sfc/apa/5806316281.html,richmond
2016-09-30 07:36:00,3000.0,1250.0,2.0,2 BR 1Ba Flat for Rent  near Beach  GG Park,/sfc/apa/5796827967.html,richmond
2016-09-30 07:30:00,2395.0,,1.0,Renovated Jr. One Bedrm Great Location,/sfc/apa/5806233124.html,richmond
2016-09-30 07:21:00,1438.0,,1.0, 1 PRIVATE BEDROOM 1 BATHROOM CLEMENT STREET,/sfc/apa/5806142211.html,richmond
2016-09-30 07:06:00,4000.0,,2.0,Top Floor unit/flat,/sfc/apa/5806211854.html,richmond
2016-09-30 06:53:00,2800.0,662.0,1.0,Well Appointed Apt in charming Spanish Revival Style Building,/sfc/apa/5806192856.html,richmond
2016-09-30 06:34:00,2888.0,,2.0, 2 PRIVATE BEDROOMS 1 BATHROOM  7TH AVE,/sfc/apa/5806115445.html,richmond
2016-09-30 06:20:00,1850.0,755.0,1.0,Very nice and cozy onebedroom inlaw unit is available,/sfc/apa/5806098818.html,richmond
2016-09-30 06:12:00,2888.0,,2.0, 2 PRIVATE BEDROOMS 1 BATHROOM  7TH AVE,/sfc/apa/5806102607.html,richmond
2016-09-30 05:55:00,1850.0,,1.0,Very nice and cozy onebedroom inlaw unit is available,/sfc/apa/5806087299.html,richmond
2016-09-30 05:46:00,1850.0,,1.0,Very nice and cozy onebedroom inlaw unit is available,/sfc/apa/5806087733.html,richmond
2016-09-30 05:27:00,1388.0,,1.0,1 PRIVATE BEDROOM 3RD FL.APT. ON 7TH AVENUE,/sfc/apa/5806072861.html,richmond
2016-09-30 04:32:00,1388.0,,1.0,All Private 1 bedroom 1 bathroom Spruce St.next to USF,/sfc/apa/5806030182.html,richmond
2016-09-30 00:20:00,2950.0,,2.0,Spacious 2 bedroom unit dont miss out,/sfc/apa/5794958160.html,richmond
2016-09-29 23:36:00,4995.0,1693.0,3.0,Unfurnished BiLevel Condo w/ RoofDeck  2 Car Parking nr the Presidio,/sfc/apa/5805951932.html,richmond
2016-09-29 23:08:00,2000.0,,1.0,Includes utilities,/sfc/apa/5772508957.html,richmond
2016-09-29 21:38:00,4000.0,,3.0,Newly remodeled house for rent 4000/month,/sfc/apa/5805891379.html,richmond
2016-09-29 21:18:00,3900.0,1300.0,3.0,Newly renovated 3 bdrms 2baths flat unit in Richmond dist,/sfc/apa/5805883109.html,richmond
2016-09-29 21:14:00,5700.0,2544.0,4.0,4BD/3BA DOUBLE MASTER TOP FLOOR FLAT W/JACUZZI/PERFECT FOR ROOMATES,/sfc/apa/5776080084.html,richmond
2016-09-29 20:49:00,3495.0,1000.0,2.0,2BR 1BA House 24th Ave / Anza,/sfc/apa/5805863000.html,richmond
2016-09-29 19:24:00,1600.0,,1.0,Cozy 1 bedroom 1 bath,/sfc/apa/5805795048.html,richmond
2016-09-29 19:22:00,2450.0,550.0,1.0,581 Arguello Geary  Anza,/sfc/apa/5805792999.html,richmond
2016-09-29 16:36:00,3495.0,881.0,2.0,Freshly painted 2 bedroom condo near Golden Gate Park  J.Wavro,/sfc/apa/5805611626.html,richmond
2016-09-29 16:35:00,3350.0,,2.0,Newly remodeled 2br apartment in Central Richmond Dist Location,/sfc/apa/5796045213.html,richmond
2016-09-29 16:34:00,3875.0,,2.0,Beautiful Large Fully Renovated Sunny 2BR in Inner Clement,/sfc/apa/5760297180.html,richmond
2016-09-29 16:27:00,2400.0,,2.0,Bright Clean Two Bedrooms Inlaw Aparement,/sfc/apa/5805599528.html,richmond
2016-09-29 16:20:00,1700.0,,1.0,Awesome 1B/1Ba with Private Entrance for Rent,/sfc/apa/5805584131.html,richmond
2016-09-29 15:58:00,2400.0,,1.0,Spacious Unit Bonus roomOpen House Sat. Oct 1st from 2230,/sfc/apa/5794037345.html,richmond
2016-09-29 15:52:00,2850.0,750.0,1.0,Gorgeous newly remodeled 1 bedroom with huge outdoor space,/sfc/apa/5805553650.html,richmond
2016-09-29 15:45:00,4600.0,1400.0,3.0,3 bedrooms/3 bath 1400 sq ft,/sfc/apa/5795507981.html,richmond
2016-09-29 15:43:00,3495.0,,2.0,Freshly painted 2 bedroom condo near Golden Gate Park  J.Wavro,/sfc/apa/5805540623.html,richmond
2016-09-29 15:32:00,3800.0,1299.0,3.0,Rare twolevel unit in Richmond,/sfc/apa/5805525292.html,richmond
2016-09-29 15:23:00,4100.0,,2.0,BEAUTIFUL MUST SEE 2 BED/2 BATH RICHMOND HOME,/sfc/apa/5805513749.html,richmond
2016-09-29 15:11:00,4100.0,1450.0,3.0,Remodeled ThreeBedroom with Parking and Ocean Views,/sfc/apa/5805496657.html,richmond
2016-09-29 15:06:00,2200.0,,1.0,ONE BR ONE BATH ON THE SECOND FLOOR  REMODELED,/sfc/apa/5805489632.html,richmond
2016-09-29 15:03:00,2150.0,550.0,1.0,1BR 22nd  Cabrillo,/sfc/apa/5805470822.html,richmond
2016-09-29 14:53:00,2195.0,,1.0,Balboa  26th One Bedroom,/sfc/apa/5805469537.html,richmond
2016-09-29 14:40:00,3195.0,,2.0,LARGE 2 BEDROOM APT 10 MIN FROM USF CAMPUS,/sfc/apa/5805450150.html,richmond
2016-09-29 14:00:00,4950.0,1500.0,3.0,258 21st Av top fl flat 3BR 2BA liv din pkg laundry,/sfc/apa/5796030672.html,richmond
2016-09-29 13:35:00,4200.0,1586.0,3.0,New list. 3 Br  sunrm 1 bath. OPEN 10/1,/sfc/apa/5805344132.html,richmond
2016-09-29 13:29:00,4650.0,1350.0,3.0,3br/2ba Full Flat  Fifth Ave by GG Park,/sfc/apa/5805333144.html,richmond
2016-09-29 12:20:00,2895.0,,1.0,1 BedTop FloorHardwood FloorsFree Parking,/sfc/apa/5805213902.html,richmond
2016-09-29 11:45:00,3450.0,,2.0,Large 2Bd/1Ba with parking,/sfc/apa/5805150529.html,richmond
2016-09-29 11:20:00,4250.0,,3.0,Flat for Rent 3734 Anza St. 2 S.F.,/sfc/apa/5805103960.html,richmond
2016-09-29 11:10:00,2250.0,700.0,1.0,Large Sea Cliff 1BR with Parking,/sfc/apa/5767233494.html,richmond
2016-09-29 11:01:00,5800.0,,3.0,Beautiful 3Bd/3Bath Edwardian Home in vibrant Richmond District,/sfc/apa/5805066828.html,richmond
2016-09-29 10:54:00,2700.0,,1.0,1 Bedroom/ParkingNewly RemodeledImmediate Available,/sfc/apa/5805053906.html,richmond
2016-09-29 08:59:00,3595.0,1000.0,2.0,Newly Remodeled 2BD In Unit Laundry Garage Parking 100,/sfc/apa/5804831073.html,richmond
2016-09-29 07:33:00,3000.0,1250.0,2.0,2 BR 1Ba Flat for Rent  near Beach  GG Park,/sfc/apa/5763921460.html,richmond
2016-09-29 06:32:00,2600.0,,2.0,Avail now Clement/31st Av. Top Flr Lndry.,/sfc/apa/5804580945.html,richmond
2016-09-28 22:54:00,2700.0,,1.0,Clean Bright 1BR Apt with Parking  Laundry,/sfc/apa/5804356364.html,richmond
2016-09-28 21:08:00,2300.0,,1.0,Charming quiet 1 BR 1 BA Apt. includes 1 free parking space,/sfc/apa/5794885277.html,richmond
2016-09-28 19:06:00,1950.0,,1.0,BEAUTIFUL Home STUDIO UNIT with Large Back Yard 2 CAR GARAGE,/sfc/apa/5804198769.html,richmond
2016-09-28 18:51:00,8500.0,2700.0,4.0,BEAUTIFUL  Charming HomeAUPAIR Unit Back Yard 2 CAR GARAGE,/sfc/apa/5804183275.html,richmond
2016-09-28 18:50:00,8500.0,2700.0,4.0,BEAUTIFUL  Charming HomeAUPAIR Unit Back Yard 2 CAR GARAGE,/sfc/apa/5804182817.html,richmond
2016-09-28 18:13:00,2475.0,,2.0,Nice 2 bedroomCabrillo  45thnr BeachHardwood floors,/sfc/apa/5804133077.html,richmond
2016-09-28 16:32:00,6600.0,1689.0,3.0,Brand New High Tec. Condo for Rent,/sfc/apa/5804011026.html,richmond
2016-09-28 16:30:00,2500.0,406.0,1.0,One bedroom top floor unit,/sfc/apa/5804016122.html,richmond
2016-09-28 16:27:00,4000.0,,2.0,Two Bedroom House For Rent,/sfc/apa/5804003721.html,richmond
2016-09-28 16:26:00,3875.0,,2.0,Large Recently Remodeled 2BR in Inner Clement,/sfc/apa/5762271965.html,richmond
2016-09-28 14:16:00,3995.0,955.0,2.0,Unfurnished Condo w/ Patio  Parking near the Presidio Video Tour,/sfc/apa/5803815406.html,richmond
2016-09-28 12:29:00,2800.0,,1.0,1  SUNNY  1st  FLOOR   1 BEDROOM,/sfc/apa/5803597037.html,richmond
2016-09-28 12:05:00,2950.0,975.0,2.0,Prime Calif/18th Top floor  2 br Apt for rent,/sfc/apa/5803556563.html,richmond
2016-09-28 11:18:00,2495.0,,1.0,Spacious 1BR Apt.  Hardwood Floors LG LR Ding Area off Kitchen,/sfc/apa/5776923410.html,richmond
2016-09-28 10:45:00,4499.0,2400.0,3.0,Central Richmond 3br/2.5ba  sunroom  1 car parking,/sfc/apa/5803423077.html,richmond
2016-09-28 10:31:00,2450.0,,1.0,BIG BRIGHT ONE BEDROOM WITH HARDWOOD FLOORS,/sfc/apa/5780093307.html,richmond
2016-09-28 10:30:00,4100.0,,2.0,NEWLY REMODELED INNER RICHMOND APT. WITH PARKING  LAUNDRY,/sfc/apa/5762663267.html,richmond
2016-09-28 10:25:00,2875.0,,2.0,REMODELED LOWER FLAT w/hardwood floor in Central Richmond,/sfc/apa/5782453306.html,richmond
2016-09-28 10:22:00,3000.0,,2.0,REMODELED 2BD. WITH GARAGE,/sfc/apa/5795987524.html,richmond
2016-09-28 10:19:00,1840.0,,1.0,bright newly renovated garden studio,/sfc/apa/5803370984.html,richmond
2016-09-28 09:40:00,3200.0,,2.0,Perfect Baker Beach Two Level Townhouse,/sfc/apa/5796370847.html,richmond
2016-09-28 09:39:00,3200.0,,2.0,Perfect Baker Beach Two Level Townhouse,/sfc/apa/5796377863.html,richmond
2016-09-28 09:23:00,6800.0,1500.0,3.0,3 BR / 2 b. house with garden,/sfc/apa/5803258527.html,richmond
2016-09-28 08:56:00,7895.0,1300.0,3.0,Gorgeous Lake St area flat. Furnished or Unfurnished  J.Wavro,/sfc/apa/5803206571.html,richmond
2016-09-28 08:52:00,6500.0,,4.0,Spacious 4 bedroom 3 bath Two Level Flat  J.Wavro,/sfc/apa/5803197540.html,richmond
2016-09-28 07:02:00,4500.0,1200.0,3.0,Spacious  3 Bedroom 2 Bath Apartment,/sfc/apa/5770529495.html,richmond
2016-10-09 21:15:00,3100.0,1242.0,3.0,Newly renovated house in the Richmond Hills. Views. Garden. 3B2B,/eby/apa/5821117487.html,richmond
2016-10-09 19:17:00,2650.0,1000.0,2.0,Newly Remodeled 2BR/2BA Waterdfront Condo at Marina Bay Richmond,/eby/apa/5818273717.html,richmond
2016-10-09 17:15:00,1936.0,715.0,1.0,BMR One Bedrooms Fully Renovated Gated Community,/eby/apa/5820967510.html,richmond
2016-10-09 12:06:00,1965.0,845.0,1.0,1 Bedroom with Attached Garage Ready 11/8,/eby/apa/5820530123.html,richmond
2016-10-09 09:00:00,1930.0,746.0,1.0,Beautiful 3rd Floor One Bedroom Fully Renovated with Garage,/eby/apa/5820255689.html,richmond
2016-10-09 01:28:00,1825.0,850.0,2.0,Beautifully Remodeled 2 Bedrooms Close to Richmond BART,/eby/apa/5814990763.html,richmond
2016-10-08 20:08:00,2400.0,1450.0,3.0,New Remodeling Townhouse Near BART Station,/eby/apa/5810264400.html,richmond
2016-10-08 20:07:00,2600.0,1400.0,4.0,Beautiful 4BR/2Ba single family house,/eby/apa/5819806085.html,richmond
2016-10-08 16:54:00,2338.0,1025.0,2.0,Large 2 Bedroom/2 Bath 2nd Floor w/ Attached Garage Pool View 11/8,/eby/apa/5819639468.html,richmond
2016-10-08 16:27:00,2500.0,,3.0,3 Bedroom House For Rent,/eby/apa/5819610033.html,richmond
2016-10-08 16:22:00,2000.0,,2.0,Charming 2 Bedroom House,/eby/apa/5819597271.html,richmond
2016-10-08 14:16:00,1965.0,845.0,1.0,Large 1 Bedroom 2nd Floor with Attached Garage READY 11/8,/eby/apa/5819446008.html,richmond
2016-10-08 12:30:00,2750.0,1400.0,3.0,Unique Huge HomeOffice3 Bedrooms/2 Baths   Study / video game rooms,/eby/apa/5815013516.html,richmond
2016-10-08 11:45:00,2800.0,1800.0,1.0,NOW LEASING971DBRAND NEW LIVE/WORK SPACES1BR/1.5BANEW CONSTRUCTION,/eby/apa/5814166146.html,richmond
2016-10-08 11:38:00,3600.0,2200.0,2.0,NOW LEASING961EBRAND NEW LIVE/WORK CONDOS2BR/2.5BANEW CONSTRUCTION,/eby/apa/5814167252.html,richmond
2016-10-08 11:37:00,3600.0,2200.0,2.0,NOW LEASING961CBRAND NEW LIVE/WORK SPACES2BR/2.5BANEW CONSTRUCTION,/eby/apa/5814161824.html,richmond
2016-10-08 11:29:00,3600.0,2200.0,2.0,NOW LEASING931CBRAND NEW LIVE/WORK CONDOS2BR/2.5BANEW CONSTRUCTION,/eby/apa/5814163678.html,richmond
2016-10-08 11:28:00,3600.0,2200.0,2.0,NOW LEASING931BBRAND NEW LIVE/WORK CONDOS2BR/2.5BANEW CONSTRUCTION,/eby/apa/5814164800.html,richmond
2016-10-08 11:24:00,1950.0,750.0,2.0,Spacious  All New 2bd/1ba Perfect location for commuters,/eby/apa/5815960753.html,richmond
2016-10-08 11:04:00,1750.0,714.0,2.0,2bd/1ba house in East Richmond Heights neighborhood,/eby/apa/5819078513.html,richmond
2016-10-08 09:35:00,1930.0,746.0,1.0,Spacious One Bedroom  With Garage Top Floor Fully Renovated,/eby/apa/5818953269.html,richmond
2016-10-08 09:18:00,2400.0,1025.0,2.0,Charming WellKept North and East Home with Fantastic Yard,/eby/apa/5815727738.html,richmond
2016-10-08 09:05:00,2995.0,1300.0,3.0,PORT COSTAVICTORIAN WITH WATER VIEW,/eby/apa/5773661795.html,richmond
2016-10-08 08:59:00,1850.0,732.0,1.0,Nice Spacious 1 Bedroom One Bath Condo Unit Marina Bay apartment,/eby/apa/5818885378.html,richmond
2016-10-07 21:35:00,2600.0,1400.0,4.0,Excellent location 4BR/2Ba 2 story house,/eby/apa/5818399628.html,richmond
2016-10-07 19:48:00,1635.0,850.0,2.0,2 BDRM Garden Apt. on BARRETT near Freeway,/eby/apa/5818323166.html,richmond
2016-10-07 19:27:00,2300.0,1319.0,2.0,Richmond Hilltop Village Townhouse 2 bedroom 1.5 bath,/eby/apa/5818304268.html,richmond
2016-10-07 17:53:00,2073.0,1108.0,2.0,Huge 2 bedroom 2 bath Great deal,/eby/apa/5818176122.html,richmond
2016-10-07 17:22:00,1520.0,704.0,1.0,Beautiful Location Apt2801 Great Rates,/eby/apa/5818178634.html,richmond
2016-10-07 17:21:00,1520.0,704.0,1.0,Beautiful Location Apt4013 Great Rates,/eby/apa/5818177461.html,richmond
2016-10-07 17:18:00,1576.0,704.0,1.0,Beautiful Location Apt3922 Great Rates,/eby/apa/5818174612.html,richmond
2016-10-07 16:40:00,1995.0,1309.0,4.0,Advent Spacious Richmond home available with large backyard.,/eby/apa/5818128113.html,richmond
2016-10-07 15:36:00,2350.0,1333.0,3.0,Bright  Spacious 3 bed/2 bath in Richmond/El Sobrante,/eby/apa/5818041650.html,richmond
2016-10-07 15:32:00,2835.0,1119.0,2.0,500 Gift Card  One Month Free Ending Soon,/eby/apa/5818035445.html,richmond
2016-10-07 14:59:00,2500.0,1515.0,3.0,Beautiful Town Home in the Hilltop Mall area for Rent  3 br/2.5 baths,/eby/apa/5817986431.html,richmond
2016-10-07 14:12:00,1850.0,,2.0,18501850REMODELED2BEDWALK TO BART1850SMALL QUIET BUILDING,/eby/apa/5817895844.html,richmond
2016-10-09 23:38:00,4100.0,,3.0,34BR / 2BA completely remodeled Flat,/sfc/apa/5821242968.html,richmond
2016-10-09 23:22:00,1000.0,,1.0,1 bedroom 1bath available,/sfc/apa/5821232073.html,richmond
2016-10-09 22:15:00,2400.0,,2.0,Remodeled spacious two bedrooms apt,/sfc/apa/5821209854.html,richmond
2016-10-09 22:10:00,4500.0,1500.0,3.0,Richmond Beauty ALL Remodeled w/ High End Finishes HUGE Storage,/sfc/apa/5821207727.html,richmond
2016-10-09 22:04:00,4200.0,,2.0,Fabulous Lake St. 2BDR. W/Parking2 and GGViews,/sfc/apa/5821204651.html,richmond
2016-10-09 21:48:00,6500.0,1800.0,3.0,Spacious Renovated Top Floor Edwardian Flat  Lake St area,/sfc/apa/5821170616.html,richmond
2016-10-09 21:26:00,2795.0,,1.0,Fabulous Bright Spacious Top Floor Corner Apt w/ HW  J.Wavro,/sfc/apa/5821183552.html,richmond
2016-10-09 21:22:00,5400.0,1500.0,3.0,Top Floor Ocean Front Condo w/ Views  Parking Included Video Tour,/sfc/apa/5821181711.html,richmond
2016-10-09 20:48:00,1250.0,,3.0,1250. Roommate Needed for 3 Bdrm 1.5 Bthrm Apt Available Oct 15,/sfc/apa/5811511632.html,richmond
2016-10-09 20:23:00,2830.0,,2.0,22nd Ave 2 bedroom Apartment for Rent,/sfc/apa/5809036071.html,richmond
2016-10-09 20:04:00,1990.0,,1.0,Large 1BR1BADen Newer Facilities Nr All Conveniences,/sfc/apa/5817335632.html,richmond
2016-10-09 19:35:00,2200.0,,1.0,ONE BR ONE BATH ON THE SECOND FLOOR  REMODELED,/sfc/apa/5821105570.html,richmond
2016-10-09 18:22:00,5750.0,,2.0,Furnished or Unfurnished  Stunning Lake District apartment  J.Wavro,/sfc/apa/5821047565.html,richmond
2016-10-09 18:10:00,5750.0,,2.0,Furnished or Unfurnished  Stunning Lake District apartment  J.Wavro,/sfc/apa/5821036909.html,richmond
2016-10-09 17:53:00,2650.0,,1.0,Fantastic Remodeled Apt w/ Hardwood and Views of GG Park  J.Wavro,/sfc/apa/5821018756.html,richmond
2016-10-09 17:47:00,1250.0,180.0,1.0,STUDIO,/sfc/apa/5821010991.html,richmond
2016-10-09 17:16:00,1875.0,,1.0,Studio unit available in Richmond District San Francisco,/sfc/apa/5816445402.html,richmond
2016-10-09 15:52:00,3950.0,1200.0,3.0,3 Bed 1 bath unit on Taraval St...ready 10/16,/sfc/apa/5820844009.html,richmond
2016-10-09 15:48:00,900.0,,1.0,900 for Big Room in SF Edwardian,/sfc/apa/5820827469.html,richmond
2016-10-09 15:27:00,3998.0,1000.0,2.0,Brand new renovated 2BR/2Bath W/D in unit,/sfc/apa/5817661056.html,richmond
2016-10-09 15:25:00,6500.0,,4.0,Spacious 4 bedroom 3 bath Two Level Flat  J.Wavro,/sfc/apa/5820804297.html,richmond
2016-10-09 14:38:00,4500.0,1800.0,3.0,Top Flat/Condo MidRichmond,/sfc/apa/5820744183.html,richmond
2016-10-09 14:09:00,2700.0,,1.0,Light filled quiet 1 bdrm GREAT location walk score 99,/sfc/apa/5820705706.html,richmond
2016-10-09 13:38:00,3800.0,,2.0,Two Bedroom Apartment with Parking,/sfc/apa/5820662011.html,richmond
2016-10-09 13:34:00,4850.0,2000.0,4.0,Top FloorVery SpaciousViewsNewer Windows and Patio Deck Doors,/sfc/apa/5812887033.html,richmond
2016-10-09 12:35:00,3295.0,881.0,2.0,Freshly painted 2 bedroom condo near Golden Gate Park  J.Wavro,/sfc/apa/5820572742.html,richmond
2016-10-09 10:44:00,2200.0,,1.0,New Jr 1 BR/ 1 BA with garden near GGPark entrance,/sfc/apa/5820393601.html,richmond
2016-10-09 10:15:00,3000.0,,2.0,Inner Richmond Apartment,/sfc/apa/5812757863.html,richmond
2016-10-09 10:09:00,2200.0,,1.0,One Bedroom Garden Cottage,/sfc/apa/5820356697.html,richmond
2016-10-09 09:54:00,2600.0,,1.0,1br/1ba Clement/11th Ave  large renovated apt,/sfc/apa/5820334137.html,richmond
2016-10-09 09:48:00,8500.0,,4.0,Amazing renovated 1920s charmer 4bed 2bath 2level house w/garage,/sfc/apa/5817297580.html,richmond
2016-10-09 09:42:00,2880.0,,3.0,Baker Beach New Remod 3 Individ BDRS On Clement  24th Ave Students,/sfc/apa/5820316919.html,richmond
2016-10-09 09:40:00,2880.0,,3.0,Baker Beach New Remod 3 Individ BDRS On Clement  24th Ave Students,/sfc/apa/5820313519.html,richmond
2016-10-09 09:14:00,2650.0,950.0,1.0,TOP FLOOR SPACIOUS BRIGHT  VIEWS,/sfc/apa/5820275390.html,richmond
2016-10-09 08:59:00,2795.0,,1.0,1 BedTop FloorHardwood FloorsFree Parking,/sfc/apa/5820254042.html,richmond
2016-10-09 08:48:00,1950.0,,1.0,Cozy onebedroom inlaw unit,/sfc/apa/5820238731.html,richmond
2016-10-09 08:15:00,2200.0,,1.0,5th Avenue / Fulton  1 Bedroom  2200,/sfc/apa/5820181088.html,richmond
2016-10-09 08:14:00,3600.0,,2.0,777 5th Avenue / 2 Bedroom  3600  Newly Remodeled,/sfc/apa/5820181842.html,richmond
2016-10-09 08:04:00,3500.0,,2.0,Clement  17th  2 bdrm  Model 2 3rd floor,/sfc/apa/5820179592.html,richmond
2016-10-09 08:02:00,4000.0,,2.0,4000/ Clement  17th  2 bdr  office convert into 3 bdrm model 5,/sfc/apa/5820177815.html,richmond
2016-10-09 05:40:00,2595.0,,1.0,Cozy 1 Bedroom Hardwood Floors w/Free Parking,/sfc/apa/5820030971.html,richmond
2016-10-09 04:06:00,3900.0,1340.0,2.0,furnished apartment for short term rental 3  6 months,/sfc/apa/5809262948.html,richmond
2016-10-08 23:59:00,2450.0,675.0,1.0,Light Spacious 1 bedroom/1bath,/sfc/apa/5819922600.html,richmond
2016-10-08 22:52:00,3200.0,,2.0,Inner Richmond Two Bedroom Apartment  Super Location,/sfc/apa/5819892405.html,richmond
2016-10-08 22:48:00,3750.0,,2.0,Sunny and Spacious 2br  sunroom,/sfc/apa/5819896355.html,richmond
2016-10-08 22:40:00,2700.0,,2.0,2br /1Bath 2nd Level,/sfc/apa/5816237412.html,richmond
2016-10-08 22:05:00,2200.0,,1.0,New Jr 1 BR/ 1 BA with garden near GGPark entrance,/sfc/apa/5819873388.html,richmond
2016-10-08 21:36:00,4700.0,1700.0,3.0,Shown by Appointment  Gorgeous Newer Built Apartment,/sfc/apa/5816772575.html,richmond
2016-10-08 21:26:00,2700.0,700.0,1.0,2700 / 1br  700ft2  Spacious 1 Bedroom / 1 Bath apartment in SF,/sfc/apa/5819855826.html,richmond
2016-10-08 21:03:00,5595.0,2200.0,4.0,4 Bed 2.5 Bath home ready for move in near Ocean Beach  GG Park,/sfc/apa/5812705457.html,richmond
2016-10-08 19:05:00,4900.0,1250.0,2.0,Brand New 2BD 2BA Apartment,/sfc/apa/5815249915.html,richmond
2016-10-08 18:23:00,3200.0,,2.0,Nice Apartment 2 Bed 2 Bath,/sfc/apa/5807480872.html,richmond
2016-10-08 17:44:00,2100.0,400.0,1.0,Cozy unit,/sfc/apa/5819687949.html,richmond
2016-10-08 16:23:00,750.0,,1.0,750 SPACIOUS 1 bedroom,/sfc/apa/5819592813.html,richmond
2016-10-08 15:43:00,2650.0,700.0,1.0,total remodeled 1 bedrms 1 bath in the prime inner richman distrct,/sfc/apa/5819560459.html,richmond
2016-10-08 15:37:00,2995.0,950.0,2.0,Newly Renovated 2BD 1Bath Apartment near 6th Ave. and Balboa St.,/sfc/apa/5819532799.html,richmond
2016-10-08 14:41:00,3500.0,1150.0,2.0,GREAT FLAT WITH OCEAN VIEWS,/sfc/apa/5813217399.html,richmond
2016-10-08 14:20:00,3300.0,800.0,2.0,sweet inner richmond charmer,/sfc/apa/5819451050.html,richmond
2016-10-08 14:16:00,4800.0,,3.0,REMODEL 3 BD  ATTIC ROOM/2 BATH,/sfc/apa/5819446308.html,richmond
2016-10-08 13:35:00,3600.0,,3.0,2 BD  SUNROOM SUNNY RICHMOND 39th / GEARY  FULL HOUSE,/sfc/apa/5819365002.html,richmond
